0,0,0,0,29
1,0,0,0,29
0,0,1,0,29
1,0,1,0,28
1,1,1,0,28
0,0,2,0,29
0,1,2,0,28
0,0,0,1,29
1,0,0,1,29
0,0,1,1,21
1,0,1,1,28
0,1,1,1,22
1,1,1,1,28
0,0,2,1,29
0,1,2,1,28
0,0,0,2,28
1,0,0,2,28
0,1,1,2,29
1,1,1,2,29
1,0,2,2,29
0,0,0,3,28
1,0,0,3,28
1,1,1,3,29
1,0,2,3,29
